,Unnamed: 0,Event_ID,Event_Title,Event_Date,Event_Day,Event_Type,Race_Date,Race_Time,Race_Name,Race_Classification,Race_Band,Race_Category
47,47,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U16 Girls,Category B,CX Band 6 (Pre Sept 2023),Youth U16
48,48,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:25,Youth (U14/U16) (2),Category B,CX Band 4 (Pre Sept 2023),"Youth U14, Youth U16"
49,49,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:25,Youth (U14/U16) (3),Category B,CX Band 4 (Pre Sept 2023),"Youth U14, Youth U16"
50,50,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U16 Boys,Category B,CX Band 4 (Pre Sept 2023),Youth U16
51,51,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U16 Boys (1),Category B,CX Band 5 (Pre Sept 2023),Youth U16
52,52,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U16 Boys (2),Category B,CX Band 5 (Pre Sept 2023),Youth U16
53,53,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U16 Girls (1),Category B,CX Band 6 (Pre Sept 2023),Youth U16
54,54,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U16 Girls (2),Category B,CX Band 6 (Pre Sept 2023),Youth U16
55,55,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:30,Women,Category B,CX Band 4 (Pre Sept 2023),"Junior, Senior, Vet 40-49, Vet 50-59, Vet 60+"
56,56,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U14 Boys (1),Category B,CX Band 4 (Pre Sept 2023),Youth U14
57,57,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U14 Boys (2),Category B,CX Band 4 (Pre Sept 2023),Youth U14
58,58,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:30,Junior Women,Category B,CX Band 5 (Pre Sept 2023),Junior
59,59,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U14 Girls (1),Category B,CX Band 5 (Pre Sept 2023),Youth U14
60,60,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U14 Girls (2),Category B,CX Band 5 (Pre Sept 2023),Youth U14
61,61,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,13:15,Veteran Women 40-49,Category B,CX Band 5 (Pre Sept 2023),Vet 40-49
62,62,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:30,Veteran Women 50-59,Category B,CX Band 5 (Pre Sept 2023),Vet 50-59
63,63,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:30,Under 12 (2),Go-Cross,,Under 12
64,64,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:30,Under 12 (3),Go-Cross,,Under 12
65,65,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:10,Under 10/U8 (1),Go-Cross,,Under 12
66,66,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:10,Under 10/U8 (2),Go-Cross,,Under 12
67,67,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,13:15,Veteran Women 60+,Category B,CX Band 5 (Pre Sept 2023),Vet 60+
68,68,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:15,Senior Men,Category B,CX Band 4 (Pre Sept 2023),"Junior, Senior, Vet 40-49, Vet 50-59, Vet 60+"
69,69,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:30,Junior Men,Category B,CX Band 6 (Pre Sept 2023),Junior
70,70,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:15,Veteran Men 40-49,Category B,CX Band 3 (Pre Sept 2023),Vet 40-49
71,71,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:30,Veteran Men 50-59,Category B,CX Band 3 (Pre Sept 2023),Vet 50-59
72,72,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:30,Veteran Men 60+,Category B,CX Band 5 (Pre Sept 2023),Vet 60+
73,73,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:25,Youth (U14/U16) (1),Category B,CX Band 4 (Pre Sept 2023),"Youth U14, Youth U16"
74,74,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,Youth (U14/U16),Category B,CX Band 3 (Pre Sept 2023),"Youth U14, Youth U16"
75,75,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:30,Under 12 (1),Go-Cross,,Under 12
76,76,247949,CXNE Round 10,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:10,Under 10/U8,Go-Cross,,Under 12
78,78,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,Female Novice,Go-Cross,,
79,79,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,Novice,Go-Cross,,Senior
80,80,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:00,Senior Men,Category B,CX Band 3 (Pre Sept 2023),"Junior, Senior, Vet 40-49, Vet 50-59, Vet 60+"
81,81,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:00,Junior Men,Category B,CX Band 5 (Pre Sept 2023),Junior
82,82,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:00,Veteran Men 40-49,Category B,CX Band 3 (Pre Sept 2023),Vet 40-49
83,83,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:35,Veteran Men 50-59,Category B,CX Band 3 (Pre Sept 2023),Vet 50-59
84,84,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:35,Veteran Men 60+,Category B,CX Band 4 (Pre Sept 2023),Vet 60+
85,85,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:35,Senior Women,Category B,CX Band 3 (Pre Sept 2023),"Junior, Senior, Vet 40-49, Vet 50-59, Vet 60+"
86,86,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:35,Junior Women,Category B,CX Band 3 (Pre Sept 2023),Junior
87,87,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:35,Veteran Women 40-49,Category B,CX Band 5 (Pre Sept 2023),Vet 40-49
88,88,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:35,Veteran Women 50-59,Category B,CX Band 5 (Pre Sept 2023),Vet 50-59
89,89,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:35,Veteran Women 60+,Category B,CX Band 3 (Pre Sept 2023),Vet 60+
90,90,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,Youth U16 Boys,Category B,CX Band 4 (Pre Sept 2023),Youth U16
91,91,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,Youth U16 Girls,Category B,CX Band 6 (Pre Sept 2023),Youth U16
92,92,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,Youth U14 Boys,Category B,CX Band 4 (Pre Sept 2023),Youth U14
93,93,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,Youth U14 Girls,Category B,CX Band 6 (Pre Sept 2023),Youth U14
94,94,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:30,Under 12's,Under 12,,Under 12
95,95,248151,Leicestershire Cyclo-Cross League Rd 5,02/01/22,Sun,Cyclo-Cross,2 Jan 22,09:45,Under 9's,Under 12,,Under 12
97,97,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:00,U8,Under 12,,Under 12
98,98,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:20,U10,Under 12,,Under 12
99,99,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:45,U12,Under 12,,Under 12
100,100,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,U14 Girls,Category B,CX Band 5 (Pre Sept 2023),"Under 12, Youth U14"
101,101,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,U14 Boys,Category B,CX Band 4 (Pre Sept 2023),"Under 12, Youth U14"
102,102,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,U16 Girls,Category B,CX Band 5 (Pre Sept 2023),"Youth U14, Youth U16"
103,103,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,U16 Boys,Category B,CX Band 4 (Pre Sept 2023),"Youth U14, Youth U16"
104,104,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,13:35,Women,Category B,CX Band 3 (Pre Sept 2023),"Junior, Senior, Vet 40-49, Vet 50-59, Vet 60+"
105,105,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,13:35,Junior Women,Category B,CX Band 6 (Pre Sept 2023),"Junior, Youth U16"
106,106,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,Veteran Women 40-49,Category B,CX Band 4 (Pre Sept 2023),Vet 40-49
107,107,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,Veteran Women 50-59,Category B,CX Band 6 (Pre Sept 2023),Vet 50-59
108,108,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,Veteran Women 60+,Category B,CX Band 6 (Pre Sept 2023),Vet 60+
109,109,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:30,Senior Men,Category B,CX Band 3 (Pre Sept 2023),"Junior, Senior"
110,110,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:30,Junior Men,Category B,CX Band 5 (Pre Sept 2023),"Junior, Youth U16"
111,111,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:30,Veteran Men 40-49,Category B,CX Band 3 (Pre Sept 2023),"Senior, Vet 40-49"
112,112,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:15,Veteran Men 50-59,Category B,CX Band 3 (Pre Sept 2023),"Vet 40-49, Vet 50-59"
113,113,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:15,Veteran Men 60+,Category B,CX Band 3 (Pre Sept 2023),"Vet 50-59, Vet 60+"
114,114,249489,Shimano Lazer WMCCL Round 13,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:00,U6,Under 12,,
116,116,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:05,Under 8,Under 12,,Under 12
117,117,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,11:30,Under 10,Under 12,,Under 12
118,118,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,Under 12,Under 12,,
119,119,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U14 Girls,Category B,CX Band 5 (Pre Sept 2023),Youth U14
120,120,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U14 Boys,Category B,CX Band 3 (Pre Sept 2023),Youth U14
121,121,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U16 Girls,Category B,CX Band 4 (Pre Sept 2023),Youth U16
122,122,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,U16 Boys,Category B,CX Band 4 (Pre Sept 2023),Youth U16
123,123,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:16,Senior Woman,Category B,CX Band 3 (Pre Sept 2023),"Junior, Senior, Vet 40-49, Vet 50-59, Vet 60+"
124,124,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:16,Women Junior,Category B,CX Band 5 (Pre Sept 2023),"Junior, Women"
125,125,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,Veteran Women 40-49,Category B,CX Band 4 (Pre Sept 2023),Vet 40-49
126,126,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,Veteran Women 50-59,Category B,CX Band 6 (Pre Sept 2023),Vet 50-59
127,127,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,Veteran Women 60+,Category B,CX Band 6 (Pre Sept 2023),Vet 60+
128,128,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:45,Senior Men,Category B,CX Band 3 (Pre Sept 2023),"Junior, Senior, Vet 40-49, Vet 50-59, Vet 60+"
129,129,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,14:45,Junior Men,Category B,CX Band 4 (Pre Sept 2023),Junior
130,130,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,13:30,Vet 40-49 Men,Category B,CX Band 3 (Pre Sept 2023),Vet 40-49
131,131,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:15,Vet 50-59 Men,Category B,CX Band 3 (Pre Sept 2023),Vet 50-59
132,132,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,12:17,Vet 60+ Men,Category B,CX Band 3 (Pre Sept 2023),Vet 60+
133,133,252400,Macclesfield Wheelers Supacross 2021/22 - NWCCA North West League,02/01/22,Sun,Cyclo-Cross,2 Jan 22,10:15,U16/U14 Youth,Category B,CX Band 3 (Pre Sept 2023),"Youth, Youth U14, Youth U16"
135,135,257771,2021-2022 UCI Cyclo-cross World Cup (UCI/CDM) Hulst,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,Elite Men,International,CX Band 1,"Junior, Senior"
136,136,257771,2021-2022 UCI Cyclo-cross World Cup (UCI/CDM) Hulst,02/01/22,Sun,Cyclo-Cross,2 Jan 22,01:00,Elite Women,International,CX Band 1,"Junior, Senior"
138,138,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,13:02,Vet 60+ Men,Category B,CX Band 4 (Pre Sept 2023),Vet 60+
139,139,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,13:00,Vet 50-59 Men,Category B,CX Band 3 (Pre Sept 2023),Vet 50-59
140,140,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,14:00,Veteran Men 40-49,Category B,CX Band 3 (Pre Sept 2023),Vet 40-49
141,141,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,14:00,Junior Men,Category B,CX Band 4 (Pre Sept 2023),Junior
142,142,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,14:00,Senior Men,Category B,CX Band 3 (Pre Sept 2023),Senior
143,143,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,13:00,Vet 60+ Women,Category B,CX Band 6 (Pre Sept 2023),Vet 60+
144,144,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,13:00,Vet 50-59 Women,Category B,CX Band 5 (Pre Sept 2023),Vet 50-59
145,145,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,13:00,Veteran Women 40-49,Category B,CX Band 5 (Pre Sept 2023),Vet 40-49
146,146,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,13:00,Junior Women,Category B,CX Band 4 (Pre Sept 2023),Junior
147,147,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,13:00,Senior Women,Category B,CX Band 3 (Pre Sept 2023),"Junior, Senior, Vet 40-49, Vet 50-59, Vet 60+"
148,148,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,11:30,Under 16 Boys,Category B,CX Band 3 (Pre Sept 2023),Youth U16
149,149,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,11:30,Under 16 Girls,Category B,CX Band 3 (Pre Sept 2023),Youth U16
150,150,254352,Trek Fox Valley/Bespoke Sports Kit/InSyncCyclingCoach - 2021/22 Winter Cyclo Cross Series - Yorkshir,03/01/22,Mon,Cyclo-Cross,3 Jan 22,11:30,Under 14 Boys,Category B,CX Band 3 (Pre Sept 2023),Youth U14
